"title","authors","pages","date","article_url","issue_url"
"A NOTE ON THE SPECIFIC GRAVITY OF THE LIVING HUMAN BODY","FRANK SANDON M.A.,","p. 372-376","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02118.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"THE RECORDS OF HEIGHT AND WEIGHT TAKEN IN SCHOOL MEDICAL INSPECTIONS IN THE BOROUGH OF EALING (continued)","M. N. KARN M.A.,","p. 377-390","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02119.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"THE FIDUCIAL ARGUMENT IN STATISTICAL INFERENCE","R. A. FISHER Sc.D., F.R.S.,","p. 391-398","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02120.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"THE COMBINATION OF DATA","K. MATHER Ph.D.,","p. 399-410","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02121.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"Head, Heart and Hands in Human Evolution. By R. R. Marett, M.A., D. Sc. (Oxon.), Hon.LL.D. Pp. 303. Hutchinson's Scientific Books, 1935. 10s. 6d. net","G. M. MORANT,","p. 411","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02122.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"Mathematical Treatment of the Results of Agricultural and other Experiments. By Dr M. J. Van Uven. Pp. vi + 309. Groningen-Batavia: P. Noordhoff, N.V. Paper ca. 27s.; cloth ca. 30s.","W. G. COCHRAN,","p. 411a-413","December 1935","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1935.tb02123.x","https://onlinelibrary.wiley.com/toc/20501439/1935/6/4"
"AUTOSOMAL MUTATION AND MODIFICATION IN MAN WITH SPECIAL REFERENCE TO MENTAL DEFECT","L. S. PENROSE M.D.,","p. 1-16","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02124.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"HETEROGENEITY OF LINKAGE DATA FOR FRIEDREICH'S ATAXIA AND THE SPONTANEOUS ANTIGENS","R. A. FISHER Sc.D., F.R.S.,","p. 17-21","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02125.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"HOMOGAMY AND THE INTERCORRELATION OF CAPACITY TRAITS","BRONSON PRICE Ph.D.,","p. 22-27","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02126.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"A SEARCH FOR INCOMPLETE SEX-LINKAGE IN MAN","J. B. S. HALDANE F.R.S.,","p. 28-57","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02127.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"A CASE OF APPARENT DISSIMILARITY OF MONOZYGOTIC TWINS","AUBREY LEWIS M.D., M.R.C.P.,","p. 58-64","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02128.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"SELECTION BY A NEARLY PERFECT EXAMINATION","FRANK SANDON M.A.,","p. 65-85","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02129.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"BRITISH NATIONAL HUMAN HEREDITY COMMITTEE","","p. 86","June 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02130.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/1"
"TESTS OF SIGNIFICANCE APPLIED TO HALDANE'S DATA ON PARTIAL SEX LINKAGE","R. A. FISHER Sc.D., F.R.S.,","p. 87-104","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02131.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"THE STANDARD DEVIATION OF A DIFFERENCE","L. McMULLEN,","p. 105-106","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02132.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"AN ANALYSIS OF THE RECORDS OF THE PHYSIQUE OF SCHOOL CHILDREN IN A THIRD BOROUGH (WILLESDEN), COMPARED WITH THOSE OF TWO BOROUGHS PREVIOUSLY EXAMINED, AND OF SOME DIFFERENCES OF PHYSIQUE WITHIN THE BOROUGH","M. N. KARN M.A.,","p. 107-120","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02133.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"INCOMPLETE RANDOMIZED BLOCKS","F. YATES M.A.,","p. 121-140","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02134.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"THE INHERITANCE OF ALLERGIC DISEASE","ALEXANDER S. WIENER A.B., M.D.,, I. ZIEVE M.A.,, JOSEPH H. FRIES A.B., M.D.,","p. 141-162","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02135.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"ON THE LINKAGE RELATIONS OF THE GENES FOR ALLERGIC DISEASE AND THE GENES DETERMINING THE BLOOD GROUPS, MN TYPES AND EYE COLOUR IN MAN","I. ZIEVE M.A.,, ALEXANDER S. WIENER A.B., M.D.,, JOSEPH H. FRIES A.B., M.D.,","p. 163-178","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02136.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"THE USE OF MULTIPLE MEASUREMENTS IN TAXONOMIC PROBLEMS","R. A. FISHER Sc.D., F.R.S.,","p. 179-188","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02137.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"A TEST OF THE SUPPOSED PRECISION OF SYSTEMATIC ARRANGEMENTS","Dr S. BARBACKI,, R. A. FISHER Sc.D., F.R.S.,","p. 189-193","September 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02138.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/2"
"CHANGES IN THE MEAN VALUES OF CHARACTERS IN MIXED POPULATIONS","Professor V. V. BUNAK,","p. 195-206","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02139.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"THE X2 DISTRIBUTION FOR THE BINOMIAL AND POISSON SERIES, WITH SMALL EXPECTATIONS","W. G. COCHRAN B.A.,","p. 207-217","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02140.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"POST-NATAL DEVELOPMENT OF HAIR AND EYE COLOUR, WITH SPECIAL REFERENCE TO SOME ETHNOLOGICAL PROBLEMS","M. A. MacCONAILL M.B., M.Sc,, F. L. RALPHS Ph.D.,","p. 218-225","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02141.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"COMPARISON OF THE MEAN PHYSIQUE IN THE SCHOOLS OF THREE SUBURBAN BOROUGHS, AND OF THE VARIANCE OF PHYSIQUE WITHIN THE SCHOOLS","M. N. KARN M.A.,","p. 226-239","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02142.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"A DISCRIMINANT FUNCTION FOR PLANT SELECTION","H. FAIRFIELD SMITH M.S.A.,","p. 240-250","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02143.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"TYPES OF LINKAGE DATA AND THEIR VALUE","K. MATHER Ph.D.,","p. 251-264","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02144.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"A LINKAGE TEST WITH MICE","R. A. FISHER Sc.D., F.R.S.,, K. MATHER Ph.D.,","p. 265-280","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02145.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"A CASE OF HEREDITARY ANARTHROSIS OF THE INDEX FINGER, WITH ASSOCIATED ABNORMALITIES IN THE PROPORTIONS OF THE FINGERS","G. H. DANIEL,","p. 281-297","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02146.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"Epidemics and Crowd Diseases. By Major Greenwood, D.Sc., F.R.C.P., F.R.S. Williams and Norgate","G. L. TAYLOR,","p. 298","November 1936","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1936.tb02147.x","https://onlinelibrary.wiley.com/toc/20501439/1936/7/3"
"NOTE ON THE DEVELOPMENT OF CORRELATIONS AMONG GENETIC COMPONENTS OF ABILITY","M. S. BARTLETT M.A.,","p. 299-302","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02148.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"PROFESSOR KARL PEARSON AND THE METHOD OF MOMENTS","R. A. FISHER Sc.D., F.R.S.,","p. 303-318","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02149.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"A FURTHER NOTE ON THE ARRANGEMENT OF VARIETY TRIALS: QUASI-LATIN SQUARES","F. YATES M.A.,","p. 319-332","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02150.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"THE COMPARISON OF VARIABILITY IN POPULATIONS HAVING UNEQUAL MEANS. AN EXAMPLE OF THE ANALYSIS OF COVARIANCE WITH MULTIPLE DEPENDENT AND INDEPENDENT VARIATES","B. DAY,, R. A. FISHER Sc.D., F.R.S.,","p. 333-348","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02151.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"USE OF SCORES IN AN EXACT TEST OF SIGNIFICANCE IN A DISCONTINUOUS DISTRIBUTION","H. W. NORTON III,","p. 349-354","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02152.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"THE WAVE OF ADVANCE OF ADVANTAGEOUS GENES","R. A. FISHER Sc.D., F.R.S.,","p. 355-369","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02153.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"ON A POINT RAISED BY M. S. BARTLETT ON FIDUCIAL PROBABILITY","R. A. FISHER Sc.D., F.R.S.,","p. 370-375","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02154.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"SUMMARY OF RESULTS OF INVESTIGATIONS INTO THE HEIGHT AND WEIGHT OF CHILDREN OF THE BRITISH WORKING CLASSES DURING THE LAST HUNDRED YEARS","M. N. KARN M.A.,","p. 376-398","June 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02155.x","https://onlinelibrary.wiley.com/toc/20501439/1937/7/4"
"W. F. SHEPPARD, F.R.S.E., Sc.D., LL.M.PERSONAL HISTORY","N. F. Sheppard,","p. 1-14","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02156.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"STUDIES ON A CHILD POPULATION: II. RETESTS ON THE ADVANCED OTIS AND STANFORD-BINET SCALES, WITH NOTES ON THE USE OF A SHORTENED BINET SCALE","J. A. FRASER ROBERTS M.A., M.B., D.Sc.,, RUTH GRIFFITHS M.A., Ph.D.,","p. 15-45","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02157.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"SEXUAL AND RACIAL VARIATIONS IN ABILITY TO TASTE PHENYL-THIO-CARBAMIDE, WITH SOME DATA ON THE INHERITANCE","WILLIAM C. BOYD,, LYLE G. BOYD,","p. 46-51","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02158.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"TESTS OF SIGNIFICANCE FOR SAMPLES OF THE x2-POPULATION WITH TWO DEGREES OF FREEDOM","P. V. SUKHATME B.Sc., Ph.D.,","p. 52-56","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02159.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"SIGNIFICANCE OF GROUPING","W. L. STEVENS,","p. 57-69","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02160.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"A TEST FOR UNIOVULAR TWINS IN MICE","W. L. STEVENS,","p. 70-73","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02161.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"INHERITANCE IN MAN: BOAS'S DATA STUDIED BY THE METHOD OF ANALYSIS OF VARIANCE","R. A. FISHER Sc.D., F.R.S.,, H. GRAY M.D.,","p. 74-93","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02162.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"THE TEST OF SIGNIFICANCE FOR MENDELIAN RATIOS WHEN CLASSIFICATION IS UNCERTAIN","H. FAIRFIELD SMITH,","p. 94-95","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02163.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"THE ANALYSIS OF SINGLE-FACTOR SEGREGATIONS","K. MATHER,","p. 96-105","October 1937","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1937.tb02164.x","https://onlinelibrary.wiley.com/toc/20501439/1937/8/1"
"A NOTE ON THE IMPORTANCE OF DIFFERENCES BETWEEN EXAMINERS IN THE ESTIMATION OF THE ABILITY OF STUDENTS","J. B. HUTCHINSON,, B. M. PUGH,","p. 107-116","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02165.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"THE STATURE OF MALE SCHOOLCHILDREN IN RELATION TO HAIR AND EYE COLOUR","M. A. MacCONAILL M.B., M.Sc.,","p. 117-125","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02166.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"THE SEX INCIDENCE OF CERTAIN HEREDITARY TRAITS IN MAN","L. CSIK,, K. MATHER,","p. 126-145","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02167.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"MAXIMUM LIKELIHOOD, INVERSE PROBABILITY AND THE METHOD OF MOMENTS","HAROLD JEFFREYS,","p. 146-151","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02168.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"BLOOD GROUPS AND GENETICS","V. FRIEDENREICH,","p. 152-165","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02169.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"FAMILIAL MYOCLONUS EPILEPSY ASSOCIATED WITH DEAF-MUTISM IN A FAMILY SHOWING OTHER PSYCHOBIOLOGICAL ABNORMALITIES","A. D. LATHAM M.A., M.B.,, T. A. MUNRO M.B., D.Psych., M.R.C.P.Ed,","p. 166-175","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02170.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"NOTE ON THE DISTRIBUTION OF THE THREE FORMS OF LYTHRUM SALICARIA","DONALD McGREGOR,","p. 176-177","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02171.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"STUDIES ON A CHILD POPULATION: III. INTELLIGENCE AND FAMILY SIZE","J. A. FRASER ROBERTS M.A., M.B., D.Sc., R. M.,, M. NORMAN M.D., D.P.M.,, RUTH GRIFFITHS M.A., Ph.D.,","p. 178-215","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02172.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"REVIEWS","","p. 216-218","January 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02173.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/2"
"Errata","","p. i","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02174.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"THE GENETIC INTERPRETATION OF STUDIES ON CANCER IN TWINS","P. A. GORER,","p. 219-232","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02175.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"GENETIC LINKAGE IN GRADED HUMAN CHARACTERS","L. S. PENROSE,","p. 233-237","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02176.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"THE DISTRIBUTION OF ENTRIES IN A CONTINGENCY TABLE WITH FIXED MARGINAL TOTALS","W. L. STEVENS,","p. 238-244","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02177.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"A SEARCH FOR AUTOSOMAL RECESSIVE LETHALS IN MAN","SARAH BEDICHEK,, J. B. S. HALDANE,","p. 245-254","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02178.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"THE ESTIMATION OF THE FREQUENCIES OF RECESSIVE CONDITIONS IN MAN","J. B. S. HALDANE,","p. 255-262","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02179.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"A HITHERTO UNEXPECTED COMPLICATION IN THE GENETICS OF HUMAN RECESSIVES","J. B. S. HALDANE,","p. 263-265","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02180.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"A PSYCHOMETRIC SOCIOLOGICAL STUDY OF A GROUP OF SPECIALITY SALESMEN","NOEL WALLACE,, R. M. W. TRAVERS,","p. 266-302","May 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02181.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/3"
"ERRATA","","p. i","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02182.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"THE ELIMINATION OF THE INFLUENCE OF REPETITION ON THE SCORE OF A PSYCHOLOGICAL TEST","R. M. W. TRAVERS,","p. 303-318","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02183.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"STUDIES ON A CHILD POPULATION: IV. THE FORM OF THE LOWER END OF THE FREQUENCY DISTRIBUTION OF STANFORD-BINET INTELLIGENCE QUOTIENTS AND THE FALL OF LOW INTELLIGENCE QUOTIENTS WITH ADVANCING AGE","J. A. FRASER ROBERTS M.A., M.B., D.Sc.,, R. M. NORMAN M.D., D.P.M.,, RUTH GRIFFITHS M.A., Ph.d.,","p. 319-336","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02184.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"THREE NOMOGRAMS FOR TESTING AGREEMENT OF BLOOD GROUPING DATA WITH THEORIES OF INHERITANCE","WILLIAM C. BOYD,","p. 337-342","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02185.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"BLOOD GROUPS IN ENGLAND: I. EXAMINATION OF FAMILY AND UNRELATED MATERIAL","G. L. TAYLOR,, AILEEN M. PRIOR,","p. 343-355","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02186.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"BLOOD GROUPS IN ENGLAND: II. DISTRIBUTION IN THE POPULATION","G. L. TAYLOR,, AILEEN M. PRIOR,","p. 356-361","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02187.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"ESTIMATION OF BLOOD-GROUP GENE FREQUENCIES","W. L. STEVENS,","p. 362-375","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02188.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"THE STATISTICAL UTILIZATION OF MULTIPLE MEASUREMENTS","R. A. FISHER,","p. 376-386","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02189.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"INTEGRATION AND INTERPOLATION","W. L. STEVENS,","p. 387-401","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02190.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"OPTIMUM ESTIMATION OF FREQUENCY OF HETEROZYGOTES","H. W. NORTON,","p. 402-406","August 1938","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1938.tb02191.x","https://onlinelibrary.wiley.com/toc/20501439/1938/8/4"
"“STUDENT”","R. A. FISHER,","p. 1-9","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02192.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"DISTRIBUTION OF GROUPS IN A SEQUENCE OF ALTERNATIVES","W. L. STEVENS,","p. 10-17","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02193.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"BLOOD GROUPS IN ENGLAND: III. DISCUSSION OF THE FAMILY MATERIAL","G. L. TAYLOR,, AILEEN M. PRIOR,","p. 18-44","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02194.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"A NOTE ON THE ARRANGEMENT OF INCOMPLETE BLOCKS, WHEN k= 3 AND λ= 1","S. R. SAVUR,","p. 45-49","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02195.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"THE PRECISION OF THE PRODUCT FORMULA FOR THE ESTIMATION OF LINKAGE","R. A. FISHER,","p. 50-54","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02196.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"PHYSICAL HEREDITY IN HUMAN HYBRIDS","R. M. FLEMING,","p. 55-81","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02197.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"THE COMPLETELY ORTHOGONALIZED LATIN SQUARE","W. L. STEVENS,","p. 82-93","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02198.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"REVIEWS","","p. 94-95","January 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02199.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/1"
"THE DISTRIBUTION OF THE M AND N FACTORS IN RANDOM SAMPLES OF DIFFERENT RACES","G. L. TAYLOR,, AILEEN M. PRIOR,","p. 97-108","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02200.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"SELECTIVE FORCES IN WILD POPULATIONS OF PARATETTIX TEXANUS","R. A. FISHER,","p. 109-122","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02201.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"APPLICATION OF INDIVIDUAL TASTE DIFFERENCE TOWARDS PHENYL-THIO-CARBAMIDE IN GENETIC INVESTIGATIONS","GRETHE HARTMANN,","p. 123-135","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02202.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"THE RECOVERY OF INTER-BLOCK INFORMATION IN VARIETY TRIALS ARRANGED IN THREE-DIMENSIONAL LATTICES","F. YATES,","p. 136-156","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02203.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"AN EXAMPLE OF THE QUASI-FACTORIAL DESIGN APPLIED TO A CORN BREEDING EXPERIMENT","C. D. R. DAWSON,","p. 157-173","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02204.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"THE COMPARISON OF SAMPLES WITH POSSIBLY UNEQUAL VARIANCES","R. A. FISHER,","p. 174-180","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02205.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"ADJUSTMENT OF A RATIO","M. J. van UVEN,","p. 181-202","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02206.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"TESTS FOR SEX-LINKAGE IN A QUANTITATIVE CHARACTER","D. J. FINNEY,","p. 203-207","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02207.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"Research and Statistical Methodology Books and Reviews of 1933–1938. Edited by Oscar Krisen Büros.","D. J. FINNEY,","p. 208","June 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02208.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/2"
"MAXIMAL LIKELIHOOD AND MINIMAL X2 IN RELATION TO FREQUENCY CURVES","R. S. KOSHAL M.Sc.,","p. 209-231","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02209.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
